代码	名称	流通股(亿)
002516	旷达科技	9.39
002274	华昌化工	9.38
600073	上海梅林	9.38
002440	闰土股份	9.37
600716	凤凰股份	9.36
601616	广电电气	9.36
601199	江南水务	9.35
002508	老板电器	9.35
600648	外高桥	9.35
002341	新纶科技	9.34
002073	软控股份	9.34
601127	小康股份	9.33
600225	*ST松江	9.33
603707	健友股份	9.33
300261	雅本化学	9.32
300413	芒果超媒	9.31
000829	天音控股	9.3
001896	豫能控股	9.3
000506	中润资源	9.29
600888	新疆众和	9.28
002379	宏创控股	9.26
002036	联创电子	9.25
601615	明阳智能	9.25
002378	章源钨业	9.23
002097	山河智能	9.23
300135	宝利国际	9.22
600987	航民股份	9.21
601200	上海环境	9.21
300201	海伦哲	9.21
603899	晨光文具	9.2
002303	美盈森	9.2
603025	大豪科技	9.18
002250	联化科技	9.18
300418	昆仑万维	9.18
601021	春秋航空	9.16
300039	上海凯宝	9.16
300043	星辉娱乐	9.15
002245	澳洋顺昌	9.15
600338	西藏珠峰	9.14
002011	盾安环境	9.14
300527	中船应急	9.14
002550	千红制药	9.11
002358	森源电气	9.1
002237	恒邦股份	9.1
002641	永高股份	9.1
601113	ST华鼎	9.08
600509	天富能源	9.06
300115	长盈精密	9.06
603609	禾丰牧业	9.04
002332	仙琚制药	9.04
002410	广联达	9.04
000056	皇庭国际	9.04
002308	威创股份	9.03
000921	海信家电	9.02
000503	国新健康	8.99
000422	ST宜化	8.98
600558	大西洋	8.98
600713	南京医药	8.97
600693	东百集团	8.97
000636	风华高科	8.95
000822	山东海化	8.95
002540	亚太科技	8.95
002643	万润股份	8.94
601599	鹿港文化	8.93
300194	福安药业	8.93
300146	汤臣倍健	8.93
002307	北新路桥	8.92
000029	深深房Ａ	8.92
001696	宗申动力	8.91
002345	潮宏基	8.91
002262	恩华药业	8.9
601900	南方传媒	8.89
002586	*ST围海	8.87
000936	华西股份	8.85
000607	华媒控股	8.85
600327	大东方	8.85
002479	富春环保	8.82
000895	双汇发展	8.82
002083	孚日股份	8.82
002342	巨力索具	8.81
600198	大唐电信	8.8
000877	天山股份	8.8
002041	登海种业	8.8
002585	双星新材	8.8
300450	先导智能	8.79
002650	ST加加	8.79
300217	东方电热	8.79
600559	老白干酒	8.77
300122	智飞生物	8.76
000407	胜利股份	8.76
300094	国联水产	8.75
000521	长虹美菱	8.72
601500	通用股份	8.72
600052	浙江广厦	8.72
000851	高鸿股份	8.71
000889	中嘉博创	8.7
600482	中国动力	8.7
600896	览海医疗	8.69
002564	天沃科技	8.68
000950	重药控股	8.68
002223	鱼跃医疗	8.67
603298	杭叉集团	8.66
600809	山西汾酒	8.66
600326	西藏天路	8.65
600665	天地源	8.64
000677	恒天海龙	8.64
002251	步 步 高	8.64
000720	新能泰山	8.63
300055	万邦达	8.63
600207	安彩高科	8.63
601366	利群股份	8.61
601368	绿城水务	8.6
600894	广日股份	8.6
002030	达安基因	8.56
002522	浙江众成	8.55
002512	达华智能	8.55
600684	珠江实业	8.53
600446	金证股份	8.53
002162	悦心健康	8.53
600789	鲁抗医药	8.52
300198	纳川股份	8.52
002038	双鹭药业	8.52
600805	悦达投资	8.5
600639	浦东金桥	8.5
603567	珍宝岛	8.49
002515	金字火腿	8.49
000838	财信发展	8.46
002668	奥马电器	8.46
002497	雅化集团	8.46
600590	泰豪科技	8.44
000514	渝 开 发	8.44
300304	云意电气	8.44
600206	有研新材	8.41
000507	珠海港	8.41
603969	银龙股份	8.41
300367	东方网力	8.41
002622	融钰集团	8.4
603228	景旺电子	8.39
002268	卫 士 通	8.37
000581	威孚高科	8.36
600845	宝信软件	8.36
603111	康尼机电	8.36
002225	濮耐股份	8.36
300332	天壕环境	8.35
000990	诚志股份	8.34
601968	宝钢包装	8.33
300451	创业慧康	8.33
600652	ST游久	8.33
002139	拓邦股份	8.33
002486	嘉麟杰	8.32
300323	华灿光电	8.32
002392	北京利尔	8.32
002359	*ST北讯	8.32
002752	昇兴股份	8.3
600159	大龙地产	8.3
600310	桂东电力	8.28
600744	华银电力	8.28
000509	*ST华塑	8.25
000809	铁岭新城	8.25
002019	亿帆医药	8.25
300068	南都电源	8.24
600298	安琪酵母	8.24
600844	丹化科技	8.23
002698	博实股份	8.22
600685	中船防务	8.21
002349	精华制药	8.21
002607	中公教育	8.2
300256	星星科技	8.19
600965	福成股份	8.19
300166	东方国信	8.18
002318	久立特材	8.18
300257	开山股份	8.18
002087	新野纺织	8.16
600566	济川药业	8.15
000672	上峰水泥	8.14
002292	奥飞娱乐	8.13
002425	凯撒文化	8.13
300224	正海磁材	8.12
300136	信维通信	8.12
600059	古越龙山	8.09
600626	申达股份	8.08
000571	*ST大洲	8.08
000700	模塑科技	8.07
600835	上海机电	8.07
600386	北巴传媒	8.06
002374	丽鹏股份	8.06
000150	宜华健康	8.06
600666	ST瑞德	8.04
002163	海南发展	8.03
603456	九洲药业	8.03
300032	金龙机电	8.03
600458	时代新材	8.03
002238	天威视讯	8.03
000796	凯撒旅业	8.02
600754	锦江酒店	8.02
002460	赣锋锂业	8.01
002288	超华科技	8
601163	三角轮胎	8
603198	迎驾贡酒	8
603366	日出东方	8
600423	ST柳化	7.99
002402	和而泰	7.98
000789	万年青	7.97
600370	三房巷	7.97
000971	*ST高升	7.97
600872	中炬高新	7.97
002705	新宝股份	7.96
000712	锦龙股份	7.96
600640	号百控股	7.96
000070	特发信息	7.95
002168	惠程科技	7.95
002685	华东重机	7.94
300307	慈星股份	7.93
002306	ST云网	7.93
300343	联创股份	7.93
601002	晋亿实业	7.93
600594	益佰制药	7.92
601811	新华文轩	7.92
300148	天舟文化	7.91
601858	中国科传	7.91
300008	天海防务	7.9
600461	洪城水业	7.9
000673	*ST当代	7.9
600382	广东明珠	7.89
601126	四方股份	7.88
300131	英唐智控	7.88
600807	济南高新	7.87
600984	建设机械	7.86
000698	沈阳化工	7.86
300078	思创医惠	7.83
601028	玉龙股份	7.83
002035	华帝股份	7.83
002716	*ST金贵	7.82
600292	远达环保	7.81
002386	天原集团	7.81
600530	*ST交昂	7.8
002546	新联电子	7.8
000417	合肥百货	7.79
600251	冠农股份	7.79
600765	中航重机	7.78
000852	石化机械	7.78
002507	涪陵榨菜	7.78
600336	澳柯玛	7.77
600720	祁连山	7.76
600701	*ST工新	7.76
603118	共进股份	7.76
000589	贵州轮胎	7.75
002293	罗莱生活	7.75
002567	唐人神	7.74
000657	中钨高新	7.74
000615	京汉股份	7.73
002172	澳洋健康	7.72
000972	ST中基	7.71
002061	浙江交科	7.71
600351	亚宝药业	7.7
002133	广宇集团	7.7
002488	金固股份	7.7
603806	福斯特	7.7
002554	惠博普	7.68
000711	京蓝科技	7.68
600130	波导股份	7.68
000501	鄂武商Ａ	7.68
000599	青岛双星	7.68
603156	养元饮品	7.67
300309	吉艾科技	7.67
002484	江海股份	7.67
600323	瀚蓝环境	7.66
000800	一汽解放	7.65
002242	九阳股份	7.65
002621	美吉姆	7.64
000708	中信特钢	7.64
600552	凯盛科技	7.64
600480	凌云股份	7.63
000935	四川双马	7.63
002547	春兴精工	7.63
000901	航天科技	7.63
300476	胜宏科技	7.63
002177	御银股份	7.61
002510	天汽模	7.61
002169	智光电气	7.6
600422	昆药集团	7.6
600290	*ST华仪	7.6
300317	珈伟新能	7.59
002126	银轮股份	7.58
002502	*ST鼎龙	7.57
600654	ST中安	7.55
002945	华林证券	7.55
300285	国瓷材料	7.54
603515	欧普照明	7.54
002175	*ST东网	7.54
300291	华录百纳	7.53
000687	*ST华讯	7.53
002259	*ST升达	7.52
000595	*ST宝实	7.52
603699	纽威股份	7.5
300510	金冠股份	7.5
600618	氯碱化工	7.5
000608	阳光股份	7.5
603588	高能环境	7.49
300190	维尔利	7.48
600819	耀皮玻璃	7.47
300339	润和软件	7.47
600982	宁波热电	7.47
000931	中 关 村	7.46
600773	西藏城投	7.46
002052	*ST同洲	7.46
000811	冰轮环境	7.46
600885	宏发股份	7.45
600783	鲁信创投	7.44
002043	兔 宝 宝	7.44
002348	高乐股份	7.43
000860	顺鑫农业	7.42
600683	京投发展	7.41
600738	兰州民百	7.4
600761	安徽合力	7.4
002588	史丹利	7.4
000859	国风塑业	7.39
600851	XD海欣股	7.38
600698	ST天雁	7.38
300336	新文化	7.37
002433	太安堂	7.37
002534	杭锅股份	7.37
600072	中船科技	7.36
603218	日月股份	7.36
002029	七 匹 狼	7.35
600989	宝丰能源	7.33
002628	成都路桥	7.33
002270	华明装备	7.32
002745	木林森	7.31
600981	汇鸿集团	7.31
002059	云南旅游	7.31
300263	隆华科技	7.31
002747	埃斯顿	7.31
300170	汉得信息	7.3
002424	贵州百灵	7.28
300010	立思辰	7.27
002068	黑猫股份	7.27
600603	广汇物流	7.27
002079	苏州固锝	7.26
300369	绿盟科技	7.26
300318	博晖创新	7.25
600138	中青旅	7.24
002636	金安国纪	7.23
002867	周大生	7.23
600508	上海能源	7.23
300370	安控科技	7.22
600866	星湖科技	7.22
002676	顺威股份	7.2
603601	再升科技	7.19
600316	洪都航空	7.17
000908	景峰医药	7.17
300326	凯利泰	7.17
002215	诺 普 信	7.16
002556	辉隆股份	7.16
300432	富临精工	7.16
600814	杭州解百	7.15
300117	嘉寓股份	7.14
002439	启明星辰	7.14
002495	佳隆股份	7.14
600141	兴发集团	7.14
603669	灵康药业	7.13
002699	美盛文化	7.13
002161	远 望 谷	7.13
300152	科融环境	7.13
300134	大富科技	7.12
600200	江苏吴中	7.12
002317	众生药业	7.12
000802	北京文化	7.11
002178	延华智能	7.11
600831	广电网络	7.1
600168	武汉控股	7.1
002138	顺络电子	7.08
300337	银邦股份	7.08
300102	乾照光电	7.08
000606	顺利办	7.07
300157	恒泰艾普	7.07
000766	通化金马	7.07
300005	探路者	7.06
300229	拓尔思	7.05
600589	广东榕泰	7.04
002106	莱宝高科	7.04
002382	蓝帆医疗	7.03
600229	城市传媒	7.02
600173	卧龙地产	7
603980	吉华集团	7
600596	新安股份	7
002354	*ST天娱	7
002538	司尔特	6.99
000806	*ST银河	6.98
600853	龙建股份	6.98
600918	中泰证券	6.97
300118	东方日升	6.97
300259	新天科技	6.97
002309	中利集团	6.96
600600	青岛啤酒	6.96
000868	ST安凯	6.96
000736	中交地产	6.95
000815	美利云	6.95
000404	长虹华意	6.95
300682	朗新科技	6.94
002170	芭田股份	6.93
600133	东湖高新	6.93
000837	*ST秦机	6.93
600279	重庆港九	6.93
300284	苏交科	6.92
000881	中广核技	6.92
603618	杭电股份	6.91
002094	青岛金王	6.9
002069	獐子岛	6.89
600179	*ST安通	6.88
002021	ST中捷	6.87
300232	洲明科技	6.87
600877	ST电能	6.87
600620	天宸股份	6.87
002284	亚太股份	6.86
000531	穗恒运Ａ	6.85
000533	顺钠股份	6.85
600165	新日恒力	6.85
600624	XD复旦复	6.85
002160	常铝股份	6.82
300255	常山药业	6.82
300328	宜安科技	6.81
000759	中百集团	6.81
000669	*ST金鸿	6.8
600722	金牛化工	6.8
300054	鼎龙股份	6.8
300310	宜通世纪	6.8
002264	新 华 都	6.79
002692	ST远程	6.79
000055	方大集团	6.78
300082	奥克股份	6.78
000818	航锦科技	6.76
603113	金能科技	6.76
600303	曙光股份	6.76
002174	游族网络	6.75
600171	上海贝岭	6.74
600638	新黄浦	6.73
000065	北方国际	6.73
300271	华宇软件	6.73
300388	国祯环保	6.72
600775	南京熊猫	6.72
300006	莱美药业	6.71
600315	上海家化	6.71
300300	汉鼎宇佑	6.71
002483	润邦股份	6.71
000951	中国重汽	6.71
000812	陕西金叶	6.7
000524	岭南控股	6.7
002326	永太科技	6.7
600616	金枫酒业	6.69
002446	盛路通信	6.67
000719	中原传媒	6.67
001914	招商积余	6.67
600361	华联综超	6.66
600311	*ST荣华	6.66
002654	万润科技	6.65
000716	黑芝麻	6.65
600836	*ST界龙	6.63
600078	澄星股份	6.63
002123	梦网集团	6.62
000042	中洲控股	6.62
002675	东诚药业	6.62
600139	西部资源	6.62
000906	浙商中拓	6.62
000681	视觉中国	6.61
002672	东江环保	6.6
600742	一汽富维	6.6
603027	千禾味业	6.6
002023	海特高新	6.59
000546	金圆股份	6.59
603866	桃李面包	6.59
603227	雪峰科技	6.59
300247	融捷健康	6.59
300319	麦捷科技	6.58
600723	首商股份	6.58
603300	华铁应急	6.58
600158	中体产业	6.57
002281	光迅科技	6.57
600248	延长化建	6.57
002300	太阳电缆	6.57
603233	大参林	6.56
600828	茂业商业	6.55
300425	中建环能	6.55
000760	*ST斯太	6.54
002631	德尔未来	6.54
000423	东阿阿胶	6.54
600975	新五丰	6.53
603421	鼎信通讯	6.52
300147	香雪制药	6.51
600985	淮北矿业	6.5
300276	三丰智能	6.49
300067	安诺其	6.49
300021	大禹节水	6.48
002255	*ST海陆	6.47
600628	新世界	6.47
002003	伟星股份	6.47
300308	中际旭创	6.46
002016	世荣兆业	6.46
002428	云南锗业	6.44
603718	海利生物	6.44
002480	新筑股份	6.43
600127	金健米业	6.42
002376	新北洋	6.41
002301	齐心集团	6.4
300208	青岛中程	6.4
603606	东方电缆	6.39
300064	豫金刚石	6.39
300071	华谊嘉信	6.39
600343	航天动力	6.38
002530	金财互联	6.38
002572	索菲亚	6.37
600745	闻泰科技	6.37
002141	贤丰控股	6.37
603012	创力集团	6.37
002721	金一文化	6.36
601069	西部黄金	6.36
000573	粤宏远Ａ	6.36
600268	国电南自	6.35
600082	海泰发展	6.34
300187	永清环保	6.34
603117	万林物流	6.33
002334	英威腾	6.33
603997	继峰股份	6.32
300364	中文在线	6.32
600903	贵州燃气	6.32
002543	万和电气	6.31
600750	江中药业	6.3
002822	中装建设	6.29
603555	*ST贵人	6.29
300219	鸿利智汇	6.28
000523	广州浪奇	6.27
002454	松芝股份	6.25
600846	同济科技	6.25
002361	神剑股份	6.25
603528	多伦科技	6.24
002688	金河生物	6.23
600562	国睿科技	6.22
002773	康弘药业	6.21
000513	丽珠集团	6.21
002549	凯美特气	6.2
600576	祥源文化	6.19
002458	益生股份	6.19
600448	华纺股份	6.18
002626	金达威	6.16
000790	华神科技	6.16
300299	富春股份	6.15
601137	博威合金	6.15
300441	鲍斯股份	6.14
603002	宏昌电子	6.14
300020	银江股份	6.14
601208	东材科技	6.13
600114	东睦股份	6.13
600295	鄂尔多斯	6.12
002476	宝莫股份	6.12
600800	天津磁卡	6.11
002254	泰和新材	6.11
002032	苏 泊 尔	6.11
603126	中材节能	6.11
002279	久其软件	6.1
000585	*ST东电	6.09
600333	长春燃气	6.09
603517	绝味食品	6.09
603708	家家悦	6.08
002449	国星光电	6.08
002683	宏大爆破	6.07
600686	金龙汽车	6.07
600199	金种子酒	6.06
002049	紫光国微	6.06
000099	中信海直	6.06
002539	云图控股	6.05
002948	青岛银行	6.05
300063	天龙集团	6.05
600436	片仔癀	6.03
002353	杰瑞股份	6.03
002770	ST科迪	6.03
300301	长方集团	6.02
300273	和佳医疗	6.02
000538	云南白药	6.02
000670	*ST盈方	6.01
603589	口子窖	6
300188	美亚柏科	6
000530	冰山冷热	5.99
002478	常宝股份	5.99
000584	哈工智能	5.98
002076	*ST雪莱	5.97
002389	航天彩虹	5.97
000561	烽火电子	5.97
000788	北大医药	5.96
002706	良信电器	5.95
000655	金岭矿业	5.95
600529	山东药玻	5.95
601677	明泰铝业	5.95
601778	晶科科技	5.95
300242	佳云科技	5.94
002165	红 宝 丽	5.94
601038	一拖股份	5.94
603816	顾家家居	5.93
000957	中通客车	5.93
600557	康缘药业	5.93
603166	福达股份	5.92
000731	四川美丰	5.91
603636	南威软件	5.91
300114	中航电测	5.91
600038	中直股份	5.89
000989	九 芝 堂	5.89
300053	欧比特	5.89
002028	思源电气	5.88
603833	欧派家居	5.88
002575	*ST群兴	5.88
002104	恒宝股份	5.88
603377	东方时尚	5.88
002020	京新药业	5.88
002337	赛象科技	5.88
300199	翰宇药业	5.88
600381	青海春天	5.87
600730	中国高科	5.87
300178	腾邦国际	5.84
603979	金诚信	5.83
000922	佳电股份	5.82
300160	秀强股份	5.82
600619	海立股份	5.82
300348	长亮科技	5.81
600829	人民同泰	5.8
603108	润达医疗	5.8
600890	中房股份	5.79
002407	多氟多	5.79
000603	盛达资源	5.79
300123	亚光科技	5.78
002632	道明光学	5.77
002578	闽发铝业	5.77
603116	红蜻蜓	5.76
603188	ST亚邦	5.76
603999	读者传媒	5.76
002369	卓翼科技	5.76
600634	*ST富控	5.76
600810	神马股份	5.75
601566	九牧王	5.75
000525	红 太 阳	5.75
600222	太龙药业	5.74
002656	ST摩登	5.73
000421	南京公用	5.73
002453	华软科技	5.71
002355	兴民智通	5.7
000529	广弘控股	5.7
002535	*ST林重	5.69
600859	王府井	5.69
002368	太极股份	5.69
600784	鲁银投资	5.68
002167	东方锆业	5.68
600285	羚锐制药	5.68
300377	赢时胜	5.67
600289	*ST信通	5.66
600329	中新药业	5.66
000697	炼石航空	5.66
002216	三全食品	5.66
300382	斯莱克	5.65
600237	铜峰电子	5.64
002551	尚荣医疗	5.64
002107	沃华医药	5.63
000726	鲁 泰Ａ	5.61
300044	赛为智能	5.61
002396	星网锐捷	5.61
603569	长久物流	5.6
603843	正平股份	5.6
002647	仁东控股	5.6
603299	苏盐井神	5.59
603638	艾迪精密	5.59
002057	中钢天源	5.58
002518	科士达	5.58
603018	中设集团	5.57
002597	金禾实业	5.57
002260	*ST德奥	5.57
300129	泰胜风能	5.57
002398	垒知集团	5.56
002472	双环传动	5.56
600469	风神股份	5.56
600375	华菱星马	5.56
002642	荣之联	5.56
001965	招商公路	5.55
600511	国药股份	5.53
600405	动力源	5.53
002703	浙江世宝	5.53
002125	湘潭电化	5.53
002520	日发精机	5.52
002682	龙洲股份	5.52
002613	北玻股份	5.51
601999	出版传媒	5.51
300101	振芯科技	5.51
002328	新朋股份	5.51
600249	两面针	5.5
002298	中电兴发	5.5
300215	电科院	5.5
002033	丽江股份	5.49
000510	新金路	5.49
000737	ST南风	5.49
002618	丹邦科技	5.48
603828	柯利达	5.48
600526	菲达环保	5.47
000910	大亚圣象	5.47
002117	东港股份	5.45
300213	佳讯飞鸿	5.45
300077	国民技术	5.45
002048	宁波华翔	5.45
002247	*ST聚力	5.45
002086	*ST东洋	5.44
002485	希努尔	5.44
600129	太极集团	5.44
600353	旭光电子	5.44
300222	科大智能	5.43
000419	通程控股	5.43
002709	天赐材料	5.43
300230	永利股份	5.43
002224	三 力 士	5.43
002487	大金重工	5.42
002490	山东墨龙	5.42
300347	泰格医药	5.41
600055	万东医疗	5.41
002077	*ST大港	5.41
600892	*ST大晟	5.4
002084	海鸥住工	5.4
603023	威帝股份	5.4
002562	兄弟科技	5.39
600644	乐山电力	5.38
600712	南宁百货	5.38
000892	欢瑞世纪	5.38
000058	深 赛 格	5.38
002776	柏堡龙	5.38
000955	欣龙控股	5.38
002350	北京科锐	5.37
002147	*ST新光	5.37
000823	超声电子	5.37
002115	三维通信	5.36
603698	航天工程	5.36
603030	全筑股份	5.36
002291	星期六	5.35
600462	*ST九有	5.34
300359	全通教育	5.34
002737	葵花药业	5.33
002235	安妮股份	5.33
600983	惠而浦	5.33
000692	惠天热电	5.33
002639	雪人股份	5.32
002275	桂林三金	5.32
000416	民生控股	5.32
002707	众信旅游	5.31
002321	华英农业	5.31
000905	厦门港务	5.31
000925	众合科技	5.31
002158	汉钟精机	5.3
002101	广东鸿图	5.29
002182	云海金属	5.28
002574	明牌珠宝	5.28
002287	奇正藏药	5.28
300393	中来股份	5.28
600354	*ST敦种	5.28
002140	东华科技	5.27
600961	株冶集团	5.27
002651	利君股份	5.27
002533	金杯电工	5.27
002595	豪迈科技	5.27
000888	峨眉山Ａ	5.27
000011	深物业A	5.26
300290	荣科科技	5.26
002812	恩捷股份	5.25
002367	康力电梯	5.24
603123	翠微股份	5.24
002364	中恒电气	5.24
600870	ST厦华	5.23
601020	华钰矿业	5.23
002383	合众思壮	5.23
600278	东方创业	5.22
000010	美丽生态	5.22
601882	海天精工	5.22
600070	浙江富润	5.22
002258	利尔化学	5.22
600841	上柴股份	5.22
002464	众应互联	5.22
002071	*ST长城	5.22
600470	*ST六化	5.22
000762	西藏矿业	5.21
600854	春兰股份	5.19
600734	*ST实达	5.19
603888	新华网	5.19
300143	盈康生命	5.19
600629	华建集团	5.19
000550	江铃汽车	5.18
600858	银座股份	5.18
600532	宏达矿业	5.16
000733	振华科技	5.15
603939	益丰药房	5.15
600281	太化股份	5.14
603333	尚纬股份	5.14
300212	易华录	5.14
002022	科华生物	5.14
600054	黄山旅游	5.13
300105	龙源技术	5.13
000537	广宇发展	5.13
002544	杰赛科技	5.13
603889	新澳股份	5.12
002694	顾地科技	5.12
600212	*ST江泉	5.12
002208	合肥城建	5.11
000096	广聚能源	5.11
002443	金洲管道	5.11
002644	佛慈制药	5.11
300311	任子行	5.1
300047	天源迪科	5.1
300420	五洋停车	5.1
300341	麦克奥迪	5.1
600112	ST天成	5.09
600275	ST昌鱼	5.09
600184	光电股份	5.09
603399	吉翔股份	5.08
002198	嘉应制药	5.08
002557	洽洽食品	5.07
600551	时代出版	5.06
300177	中海达	5.06
002327	富安娜	5.05
300239	东宝生物	5.05
600358	*ST联合	5.05
002548	金新农	5.05
603869	新智认知	5.05
600318	新力金融	5.04
002423	中粮资本	5.03
300320	海达股份	5.03
000919	金陵药业	5.03
002330	得利斯	5.02
300080	易成新能	5.02
002014	永新股份	5.01
000862	银星能源	5.01
002329	皇氏集团	5.01
300455	康拓红外	5
603778	乾景园林	5
002366	台海核电	5
300150	世纪瑞尔	5
000548	湖南投资	4.99
300760	迈瑞医疗	4.99
002659	凯文教育	4.99
300057	万顺新材	4.98
002229	鸿博股份	4.98
601579	会稽山	4.97
000885	城发环境	4.96
600536	中国软件	4.95
603660	苏州科达	4.94
300074	华平股份	4.94
601399	ST国重装	4.94
002194	武汉凡谷	4.92
600189	吉林森工	4.92
600355	精伦电子	4.92
600771	广誉远	4.92
000034	神州数码	4.92
000534	万泽股份	4.92
603919	金徽酒	4.91
002324	普利特	4.91
002240	威华股份	4.91
002412	汉森制药	4.9
603556	海兴电力	4.89
600779	水井坊	4.88
002153	石基信息	4.88
603303	得邦照明	4.88
000403	双林生物	4.87
600136	当代文体	4.87
002377	国创高新	4.86
603338	浙江鼎力	4.85
002333	ST罗普	4.85
600191	华资实业	4.85
002524	光正集团	4.84
603818	曲美家居	4.84
600132	重庆啤酒	4.84
002040	南 京 港	4.84
002397	梦洁股份	4.83
300664	鹏鹞环保	4.82
600257	大湖股份	4.81
000159	国际实业	4.81
002356	*ST赫美	4.8
002938	鹏鼎控股	4.8
603098	森特股份	4.8
300477	合纵科技	4.8
002442	龙星化工	4.8
600613	神奇制药	4.79
600995	文山电力	4.79
300113	顺网科技	4.78
300628	亿联网络	4.78
600449	宁夏建材	4.78
300368	汇金股份	4.78
600834	申通地铁	4.77
300493	润欣科技	4.77
002448	中原内配	4.77
603877	太平鸟	4.77
601456	国联证券	4.76
002653	海思科	4.74
300011	鼎汉技术	4.74
000408	*ST藏格	4.73
300137	先河环保	4.73
002343	慈文传媒	4.73
002536	飞龙股份	4.71
002627	宜昌交运	4.71
600540	新赛股份	4.71
300175	朗源股份	4.71
300373	扬杰科技	4.71
603101	汇嘉时代	4.7
600146	*ST环球	4.7
002297	博云新材	4.7
000755	山西路桥	4.69
002474	榕基软件	4.69
300225	金力泰	4.69
603826	坤彩科技	4.68
002593	日上集团	4.68
002045	国光电器	4.67
300204	舒泰神	4.67
002012	凯恩股份	4.67
300381	溢多利	4.66
603167	渤海轮渡	4.66
603626	科森科技	4.66
000632	三木集团	4.65
002671	龙泉股份	4.65
600215	*ST经开	4.65
001872	招商港口	4.65
603599	广信股份	4.65
300448	浩云科技	4.65
600538	国发股份	4.64
000722	湖南发展	4.64
000707	ST双环	4.64
000626	远大控股	4.64
300181	佐力药业	4.64
002469	三维工程	4.63
002370	亚太药业	4.63
300061	旗天科技	4.62
600178	东安动力	4.62
002695	煌上煌	4.61
300495	美尚生态	4.61
300132	青松股份	4.6
300529	健帆生物	4.6
000678	襄阳轴承	4.6
002559	亚威股份	4.59
002616	长青集团	4.59
002649	博彦科技	4.59
002404	嘉欣丝绸	4.59
300401	花园生物	4.59
300262	巴安水务	4.59
600802	福建水泥	4.58
002371	北方华创	4.58
002391	长青股份	4.58
300357	我武生物	4.58
300358	楚天科技	4.57
000045	深纺织Ａ	4.57
000821	京山轻机	4.57
002351	漫步者	4.57
600203	福日电子	4.56
002006	精功科技	4.55
603357	设计总院	4.55
300193	佳士科技	4.54
002438	江苏神通	4.54
600830	香溢融通	4.54
300244	迪安诊断	4.54
600677	*ST航通	4.54
000913	钱江摩托	4.54
000869	张 裕Ａ	4.53
300173	智慧松德	4.53
603678	火炬电子	4.53
603160	汇顶科技	4.53
600791	京能置业	4.52
002527	新时达	4.52
300203	聚光科技	4.52
000757	浩物股份	4.52
300099	精准信息	4.51
300601	康泰生物	4.5
002388	新亚制程	4.5
603817	海峡环保	4.5
002246	北化股份	4.5
688126	沪硅产业	4.5
002646	青青稞酒	4.5
603011	合锻智能	4.49
601595	上海电影	4.48
603797	联泰环保	4.48
002652	扬子新材	4.47
600636	国新文化	4.47
300363	博腾股份	4.47
300465	高伟达	4.47
002724	海洋王	4.47
600732	爱旭股份	4.46
000782	美达股份	4.46
600238	ST椰岛	4.45
002017	东信和平	4.45
603337	杰克股份	4.44
300108	吉药控股	4.44
002148	北纬科技	4.44
002166	莱茵生物	4.44
600363	联创光电	4.43
002666	德联集团	4.42
300440	运达科技	4.42
600192	长城电工	4.42
300345	华民股份	4.41
000962	东方钽业	4.41
300298	三诺生物	4.4
600452	涪陵电力	4.39
603959	百利科技	4.39
600209	ST罗顿	4.39
600243	*ST海华	4.39
603758	秦安股份	4.39
600328	中盐化工	4.38
002684	*ST猛狮	4.38
600459	贵研铂业	4.38
300375	鹏翎股份	4.38
600091	ST明科	4.37
300279	和晶科技	4.37
002427	*ST尤夫	4.37
600288	大恒科技	4.37
600287	江苏舜天	4.37
603987	康德莱	4.36
002164	宁波东力	4.36
000721	西安饮食	4.36
300086	康芝药业	4.36
603868	飞科电器	4.36
601828	美凯龙	4.35
002197	证通电子	4.35
002712	思美传媒	4.35
002590	万安科技	4.34
600197	伊力特	4.34
002840	华统股份	4.34
603308	应流股份	4.34
000565	渝三峡Ａ	4.34
300457	赢合科技	4.34
600053	九鼎投资	4.34
300294	博雅生物	4.33
603977	国泰集团	4.33
002452	长高集团	4.33
002432	九安医疗	4.33
603901	永创智能	4.33
002609	捷顺科技	4.33
300595	欧普康视	4.32
603060	国检集团	4.31
603067	振华股份	4.31
300398	飞凯材料	4.31
002532	新界泵业	4.31
600571	信雅达	4.31
603658	安图生物	4.31
600993	马应龙	4.3
600456	宝钛股份	4.3
300073	当升科技	4.3
002055	得润电子	4.3
603998	方盛制药	4.29
002025	航天电器	4.29
300045	华力创通	4.29
300035	中科电气	4.29
002882	金龙羽	4.29
002587	奥拓电子	4.28
603335	迪生力	4.28
000576	广东甘化	4.28
601019	山东出版	4.27
600850	华东电脑	4.27
002782	可立克	4.26
300205	天喻信息	4.26
300241	瑞丰光电	4.26
002831	裕同科技	4.26
600193	ST创兴	4.25
002149	西部材料	4.25
000622	恒立实业	4.25
600630	龙头股份	4.25
603608	天创时尚	4.25
300202	聚龙股份	4.25
603063	禾望电气	4.24
002521	齐峰新材	4.24
002815	崇达技术	4.24
002339	积成电子	4.23
002451	摩恩电气	4.23
603676	卫信康	4.23
002222	福晶科技	4.23
300221	银禧科技	4.22
300034	钢研高纳	4.22
000920	南方汇通	4.22
600101	明星电力	4.21
300269	联建光电	4.21
600501	航天晨光	4.21
603803	瑞斯康达	4.21
600826	兰生股份	4.21
688008	澜起科技	4.2
300228	富瑞特装	4.2
002026	山东威达	4.2
